10.742188	-17.74	113.88	0.36
11.718750	-18.74	117.17	0.56
12.695313	-22.60	44.62	0.24
13.671875	-27.96	-40.65	0.15
14.648438	-28.47	-14.05	0.19
15.625000	-27.89	-94.62	0.20
16.601563	-30.94	-123.66	0.54
17.578125	-30.69	-127.50	0.68
18.554688	-20.75	-135.63	0.60
19.531250	-15.20	-141.70	0.61
20.507813	-13.39	-131.03	0.44
21.484375	-11.15	-95.65	0.24
22.460938	-13.64	-92.25	0.23
23.437500	-15.28	-111.81	0.35
24.414063	-13.20	-135.20	0.20
25.390625	-13.65	77.33	0.09
26.367188	-16.87	-172.81	0.05
27.343750	-19.43	-179.89	0.31
28.320313	-20.38	-170.37	0.37
29.296875	-20.99	-172.12	0.46
30.273438	-20.47	-174.87	0.20
31.250000	-19.86	-173.92	0.32
32.226563	-18.64	-176.43	0.50
33.203125	-17.47	-177.57	0.46
34.179688	-16.33	-176.86	0.36
35.156250	-14.87	-177.70	0.53
36.132813	-14.33	-178.52	0.73
37.109375	-14.13	-179.57	0.83
38.085938	-13.76	177.69	0.87
39.062500	-13.77	173.46	0.85
40.039063	-13.39	169.22	0.83
41.015625	-12.91	164.38	0.85
41.992188	-12.22	158.55	0.77
42.968750	-12.30	153.93	0.71
43.945313	-13.40	151.11	0.72
44.921875	-14.88	150.49	0.72
45.898438	-16.69	152.75	0.70
46.875000	-17.69	155.76	0.73
47.851563	-17.70	158.23	0.89
48.828125	-16.84	160.02	0.79
49.804688	-15.89	160.85	0.90
50.781250	-15.01	161.68	0.91
51.757813	-14.10	161.82	0.81
52.734375	-12.92	161.76	0.84
53.710938	-11.99	161.78	0.92
54.687500	-11.07	161.04	0.93
55.664063	-10.14	159.68	0.96
56.640625	-9.44	157.79	0.96
57.617188	-8.82	155.21	0.93
58.593750	-8.23	152.34	0.90
59.570313	-7.97	149.39	0.96
60.546875	-8.14	146.62	0.95
61.523438	-8.57	143.61	0.97
62.500000	-9.12	140.83	0.98
63.476563	-9.84	138.66	0.94
64.453125	-10.40	137.08	0.88
65.429688	-10.81	135.93	0.89
66.406250	-11.14	135.29	0.94
67.382813	-11.47	135.27	0.95
68.359375	-11.88	135.79	0.93
69.335938	-12.21	136.82	0.90
70.312500	-12.29	137.99	0.98
71.289063	-12.15	139.08	0.97
72.265625	-11.97	140.14	0.97
73.242188	-11.80	141.13	0.99
