10.742188	-19.58	-63.87	0.21
11.718750	-17.87	153.81	0.21
12.695313	-24.22	90.58	0.73
13.671875	-28.53	113.89	0.34
14.648438	-31.06	148.37	0.42
15.625000	-29.48	-67.14	0.45
16.601563	-38.07	-76.94	0.43
17.578125	-30.09	109.95	0.30
18.554688	-26.99	129.57	0.38
19.531250	-23.05	-175.86	0.40
20.507813	-17.52	-178.61	0.61
21.484375	-18.67	152.48	0.37
22.460938	-20.33	141.73	0.27
23.437500	-22.94	122.08	0.17
24.414063	-19.18	131.48	0.51
25.390625	-17.33	130.92	0.36
26.367188	-19.72	131.63	0.36
27.343750	-21.03	154.42	0.50
28.320313	-20.43	177.28	0.34
29.296875	-19.93	-167.79	0.20
30.273438	-19.84	-163.99	0.51
31.250000	-21.40	-162.74	0.74
32.226563	-21.32	-163.23	0.58
33.203125	-20.91	-163.37	0.57
34.179688	-21.08	-166.64	0.67
35.156250	-21.05	-171.00	0.79
36.132813	-21.27	-178.51	0.65
37.109375	-20.85	174.01	0.65
38.085938	-19.81	170.38	0.71
39.062500	-17.40	166.88	0.86
40.039063	-15.61	162.44	0.86
41.015625	-14.37	156.34	0.94
41.992188	-13.56	150.76	0.80
42.968750	-13.07	146.29	0.75
43.945313	-13.45	142.42	0.66
44.921875	-15.01	141.52	0.70
45.898438	-17.27	143.02	0.76
46.875000	-18.75	146.13	0.79
47.851563	-18.97	149.77	0.82
48.828125	-18.51	152.79	0.94
49.804688	-17.71	155.23	0.82
50.781250	-16.68	157.49	0.78
51.757813	-15.42	159.81	0.92
52.734375	-14.37	160.88	0.96
53.710938	-13.37	161.27	0.87
54.687500	-12.13	161.30	0.77
55.664063	-11.00	160.13	0.92
56.640625	-10.07	157.58	0.88
57.617188	-9.43	154.05	0.94
58.593750	-8.98	150.47	0.98
59.570313	-8.64	146.55	0.95
60.546875	-8.51	142.55	0.97
61.523438	-8.65	138.87	0.97
62.500000	-8.92	135.84	0.99
63.476563	-9.34	133.68	0.97
64.453125	-9.97	132.14	0.92
65.429688	-10.66	131.17	0.86
66.406250	-11.32	130.96	0.93
67.382813	-12.00	130.92	0.94
68.359375	-12.72	131.47	0.88
69.335938	-13.22	132.44	0.85
70.312500	-13.32	133.52	0.91
71.289063	-13.12	134.61	0.94
72.265625	-12.94	135.61	0.96
73.242188	-12.76	136.59	0.94
74.218750	-12.62	137.63	0.97
75.195313	-12.49	138.68	0.97
76.171875	-12.36	139.74	0.93
77.148438	-12.18	140.69	0.97
78.125000	-11.87	141.56	0.96
79.101563	-11.40	142.34	0.98
80.078125	-10.87	143.06	0.96
81.054688	-10.28	143.72	0.96
82.031250	-9.72	144.13	0.97
83.007813	-9.17	144.32	0.93
83.984375	-8.62	144.29	0.96
84.960938	-8.16	143.99	0.94
85.937500	-7.65	143.45	0.93
86.914063	-7.13	142.74	0.98
87.890625	-6.62	141.81	0.99
88.867188	-6.13	140.69	0.97
89.843750	-5.60	139.43	0.98
90.820313	-5.15	138.16	0.99
91.796875	-4.73	136.87	0.98
92.773438	-4.30	135.58	0.99
93.750000	-3.83	134.25	0.98
94.726563	-3.36	132.87	0.99
95.703125	-2.93	131.48	0.99
96.679688	-2.55	130.11	0.99
97.656250	-2.15	128.65	0.99
98.632813	-1.74	127.10	0.99
99.609375	-1.31	125.47	0.99
100.585938	-0.88	123.75	0.99
101.562500	-0.43	121.95	0.99
102.539063	0.04	120.12	1.00
103.515625	0.50	118.21	0.99
104.492188	0.96	116.22	0.99
105.468750	1.37	114.15	0.99
106.445313	1.75	112.06	0.99
107.421875	2.15	109.94	0.99
108.398438	2.53	107.78	1.00
109.375000	2.89	105.57	0.99
110.351563	3.23	103.29	1.00
111.328125	3.54	101.00	1.00
112.304688	3.79	98.66	1.00
113.281250	4.00	96.28	1.00
114.257813	4.16	93.81	0.99
115.234375	4.27	91.23	0.99
116.210938	4.30	88.65	0.99
117.187500	4.25	86.13	0.99
118.164063	4.14	83.81	0.99
119.140625	3.97	81.68	1.00
120.117188	3.77	79.72	0.99
121.093750	3.58	77.87	1.00
122.070313	3.38	76.08	1.00
123.046875	3.16	74.39	1.00
124.023438	2.91	72.79	0.99
125.000000	2.65	71.35	1.00
125.976563	2.39	70.04	1.00
126.953125	2.12	68.82	0.99
127.929688	1.86	67.72	0.99
128.906250	1.61	66.76	0.99
129.882813	1.41	65.90	0.97
130.859375	1.29	65.10	0.99
131.835938	1.25	64.30	0.99
132.812500	1.27	63.47	1.00
133.789063	1.34	62.59	1.00
134.765625	1.43	61.68	1.00
135.742188	1.53	60.71	1.00
136.718750	1.63	59.70	0.99
137.695313	1.71	58.60	0.99
138.671875	1.70	56.76	0.98
140.625000	1.48	54.58	0.94
142.578125	0.77	52.47	0.97
144.531250	-0.25	51.32	0.95
146.484375	-1.27	50.98	0.96
148.437500	-2.25	51.37	0.82
150.390625	-2.82	52.02	0.70
152.343750	-2.73	52.66	0.94
154.296875	-2.11	53.16	0.92
156.250000	-1.29	53.34	0.97
158.203125	-0.40	53.03	0.98
160.156250	0.40	52.20	1.00
162.109375	1.13	50.92	0.99
164.062500	1.80	49.20	0.99
166.015625	2.34	47.02	1.00
167.968750	2.72	44.50	1.00
169.921875	2.91	41.67	0.99
171.875000	2.91	38.54	0.97
173.828125	2.67	35.49	0.94
175.781250	2.28	32.95	0.98
177.734375	1.81	30.78	0.99
179.687500	1.21	28.96	0.97
181.640625	0.50	27.65	0.98
183.593750	-0.27	26.83	0.97
185.546875	-0.99	26.39	0.94
187.500000	-1.53	26.18	0.94
189.453125	-1.90	25.98	0.97
191.406250	-2.25	25.79	0.98
193.359375	-2.64	25.70	0.97
195.312500	-3.01	25.84	0.95
197.265625	-3.26	26.11	0.96
199.218750	-3.35	26.47	0.94
201.171875	-3.26	26.82	0.96
203.125000	-3.07	27.07	0.99
205.078125	-2.85	27.17	0.99
207.031250	-2.61	27.09	0.99
208.984375	-2.40	26.82	0.99
210.937500	-2.25	26.41	1.00
212.890625	-2.18	25.90	0.99
214.843750	-2.20	25.35	0.99
216.796875	-2.32	24.87	0.99
218.750000	-2.50	24.49	1.00
220.703125	-2.68	24.19	0.99
222.656250	-2.87	23.98	0.98
224.609375	-3.04	23.85	0.98
226.562500	-3.18	23.75	0.99
228.515625	-3.32	23.67	0.99
230.468750	-3.49	23.65	0.99
232.421875	-3.70	23.66	0.98
234.375000	-3.98	23.78	0.97
236.328125	-4.28	24.07	0.97
238.281250	-4.53	24.53	0.96
240.234375	-4.70	25.06	0.95
242.187500	-4.80	25.64	0.99
244.140625	-4.88	26.26	0.96
246.093750	-4.92	26.93	0.94
248.046875	-4.84	27.65	0.83
250.000000	-4.59	28.33	0.76
251.953125	-4.24	28.87	0.97
253.906250	-3.90	29.24	0.99
255.859375	-3.55	29.48	0.98
257.812500	-3.19	29.57	0.99
259.765625	-2.86	29.50	0.98
261.718750	-2.53	29.30	0.98
263.671875	-2.22	28.92	0.98
265.625000	-1.96	28.32	0.99
267.578125	-1.76	27.53	0.98
269.531250	-1.66	26.62	0.98
271.484375	-1.66	25.73	1.00
273.437500	-1.73	24.94	0.98
275.390625	-1.87	24.28	0.98
277.343750	-2.07	23.65	0.98
281.250000	-2.18	23.25	0.91
285.156250	-2.07	22.68	0.93
289.062500	-2.01	21.95	0.95
292.968750	-2.13	21.30	0.97
296.875000	-2.30	20.73	0.96
300.781250	-2.56	20.44	0.89
304.687500	-2.79	20.56	0.92
308.593750	-2.80	20.58	0.97
312.500000	-2.70	20.48	0.99
316.406250	-2.64	20.26	0.99
320.312500	-2.69	20.05	0.99
324.218750	-2.84	19.95	1.00
328.125000	-3.07	20.07	0.98
332.031250	-3.37	20.53	0.86
335.937500	-3.56	21.32	0.61
339.843750	-3.36	22.20	0.69
343.750000	-3.13	22.78	0.89
347.656250	-3.03	23.13	0.96
351.562500	-2.92	23.40	0.89
355.468750	-2.61	23.61	0.92
359.375000	-2.26	23.63	0.97
363.281250	-1.98	23.30	0.98
367.187500	-1.83	22.73	0.97
371.093750	-1.79	22.24	0.97
375.000000	-1.77	21.94	0.99
378.906250	-1.71	21.71	0.99
382.812500	-1.59	21.51	0.88
386.718750	-1.40	21.16	0.92
390.625000	-1.30	20.51	0.94
394.531250	-1.27	19.96	0.95
398.437500	-1.24	19.62	0.88
402.343750	-1.03	19.24	0.87
406.250000	-0.76	18.61	0.94
410.156250	-0.57	17.67	0.99
